slnoskm,Status,Address,Street_only, lat,long,Beds,bathsfull,bathshalf,bathstotal,sqft,garages,roof_Built-Up,roof_Concrete,roof_Shake,roof_Shingle,roof_Slate,roof_Tile,roof_Other,lotsqft,yrblt,pool_Community,pool_Private,pool_None,spa,subdivn,adom_agentdaysonmarket,cdom_cumuldaysmls,listprice,lppersqft,PendingDate,pd_dom,pd_moy,pd_year,sppersqft,datesold,ds_dom,ds_moy,ds_year,splsale,splsal_Auction,splsal_shortsale,splsale_BankOwnedREO,pricesold,days_on_market
258,Sold,17820 GREEN WILLOW DR,GREEN WILLOW DR,28.13163148,-82.35621618,4,3,0,3,2488,2,0,0,0,0,0,1,0,15376,1993,0,1,0,,HUNTERS GREEN,64,64,347500,139.67,8/23/2018,23,8,2018,134.04,8/31/2018,31,8,2018,None,0,0,0,333500,8
259,Sold,18153 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14131507,-82.33422129,4,3,0,3,2751,3,0,0,0,0,0,1,0,9075,1997,1,1,0,,HUNTERS GREEN PH 2,403,403,339999,123.59,5/1/2017,1,5,2017,121.23,6/30/2017,30,6,2017,None,0,0,0,333500,60
260,Sold,17808 EAGLE TRACE ST,EAGLE TRACE ST,28.133711,-82.33486083,4,3,0,3,2996,3,0,0,0,0,0,1,0,10560,1997,1,1,0,,HUNTERS GREEN,145,256,350000,116.82,7/13/2018,13,7,2018,111.48,8/21/2018,21,8,2018,None,0,0,0,334000,39
261,Sold,9093 QUAIL CREEK DR,QUAIL CREEK DR,28.12888053,-82.34949459,3,2,0,2,2315,2,0,0,0,1,0,0,0,10810,1990,0,1,0,TRUE,HUNTERS GREEN,19,19,335000,144.71,3/24/2018,24,3,2018,144.71,5/7/2018,7,5,2018,None,0,0,0,335000,44
262,Sold,17827 OSPREY POINTE PL,OSPREY POINTE PL,28.13220759,-82.34278715,4,3,0,3,3225,3,0,0,0,0,0,1,0,13050,1994,0,1,0,,HUNTERS GREEN,170,170,450000,139.53,1/23/2018,23,1,2018,103.88,2/20/2018,20,2,2018,None,0,0,0,335000,28
263,Sold,17829 GREEN WILLOW DR,GREEN WILLOW DR,28.1318485,-82.35613797,5,3,0,3,2924,2,0,0,0,1,0,0,0,8625,1996,0,0,1,,HUNTERS GREEN,60,60,360000,123.12,6/26/2017,26,6,2017,114.57,10/31/2017,31,10,2017,None,0,0,0,335000,127
264,Sold,8708 BAY LAUREL CT,BAY LAUREL CT,28.12156181,-82.3593517,4,3,0,3,2778,2,0,0,0,1,0,0,0,11926,1995,0,1,0,,HUNTERS GREEN,176,176,339000,122.03,10/26/2016,26,10,2016,120.59,12/15/2016,15,12,2016,None,0,0,0,335000,50
265,Sold,9301 HERITAGE OAK CT,HERITAGE OAK CT,28.12989676,-82.33901884,4,3,0,3,2651,2,0,0,0,0,0,1,0,9348,1993,0,1,0,,HUNTERS GREEN PARCEL 18A PH 2,170,170,339000,127.88,10/13/2016,13,10,2016,126.37,11/30/2016,30,11,2016,None,0,0,0,335000,48
266,Sold,8705 HIDDEN GREEN LN,HIDDEN GREEN LN,28.12267493,-82.36141222,4,3,0,3,2496,3,0,0,0,1,0,0,0,9272,1994,1,1,0,TRUE,HUNTERS GREEN,31,31,331900,132.97,11/13/2017,13,11,2017,135.02,12/21/2017,21,12,2017,None,0,0,0,337000,38
267,Sold,8744 TANTALLON CIR,TANTALLON CIR,28.12637736,-82.35985277,4,3,1,4,3435,3,0,0,0,1,0,0,0,9600,1991,0,1,0,,HUNTERS GREEN,47,47,360000,104.8,3/22/2017,22,3,2017,98.66,4/7/2017,7,4,2017,None,0,0,0,338900,16
268,Sold,9307 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13199031,-82.33740745,5,3,0,3,2636,2,0,0,0,0,0,1,0,9600,1992,0,1,0,,HUNTERS GREEN PH 1,48,74,369900,140.33,9/7/2018,7,9,2018,128.6,5/31/2019,31,5,2019,None,0,0,0,339000,266
269,Sold,9336 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.12928396,-82.33769426,4,3,1,4,2534,2,0,0,0,1,0,0,0,7590,1996,0,1,0,,HUNTERS GREEN PH 2,3,3,339900,134.14,5/11/2018,11,5,2018,134.14,6/8/2018,8,6,2018,None,0,0,0,339900,28
270,Sold,9308 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.1319568,-82.33754283,5,3,0,3,2658,3,0,0,0,0,0,1,0,9750,1993,0,1,0,,HUNTERS GREEN PH 1,1,1,339900,127.88,6/27/2017,27,6,2017,127.88,7/27/2017,27,7,2017,None,0,0,0,339900,30
271,Sold,8707 HIDDEN GREEN LN,HIDDEN GREEN LN,28.12267381,-82.36135799,4,3,0,3,2695,2,0,0,0,1,0,0,0,10236,1994,0,1,0,,HUNTERS GREEN,42,42,359900,133.54,7/18/2019,18,7,2019,126.16,9/3/2019,3,9,2019,None,0,0,0,340000,47
272,Sold,9318 HERITAGE OAK CT,HERITAGE OAK CT,28.1300129,-82.3386557,5,2,1,3,3475,2,0,0,0,1,0,0,0,9347,1992,0,0,1,TRUE,HUNTERS GREEN,7,7,365000,105.04,5/10/2018,10,5,2018,97.84,5/25/2018,25,5,2018,None,0,0,0,340000,15
273,Sold,8772 ASHWORTH DR,ASHWORTH DR,28.12175792,-82.35868557,5,3,0,3,2695,2,0,0,0,1,0,0,0,10695,1994,1,1,0,,HUNTERS GREEN,89,89,339900,126.12,7/5/2018,5,7,2018,126.16,7/31/2018,31,7,2018,None,0,0,0,340000,26
274,Sold,8736 TANTALLON CIR,TANTALLON CIR,28.1261732,-82.36010879,4,2,1,3,2838,2,0,0,0,1,0,0,0,10000,1989,0,1,0,,HUNTERS GREEN,85,85,350000,123.33,3/1/2018,1,3,2018,119.8,3/27/2018,27,3,2018,None,0,0,0,340000,26
275,Sold,9325 DEER CREEK DR,DEER CREEK DR,28.1338062,-82.33759339,5,3,1,4,3026,3,0,0,0,0,0,1,0,14310,1995,1,0,0,,HUNTERS GREEN,89,89,349000,115.33,7/5/2017,5,7,2017,112.36,7/31/2017,31,7,2017,None,0,0,0,340000,26
276,Sold,9328 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13215545,-82.33889951,4,3,0,3,2655,3,0,0,0,1,0,1,0,10004,1993,0,1,0,,HUNTERS GREEN,7,7,345000,129.94,9/21/2016,21,9,2016,128.06,10/31/2016,31,10,2016,None,0,0,0,340000,40
277,Sold,9034 QUAIL CREEK DR,QUAIL CREEK DR,28.12801191,-82.34802296,5,2,1,3,2531,3,0,0,0,1,0,0,0,10074,1991,1,1,0,FALSE,HUNTERS GREEN PRCL 7,8,8,349900,138.25,9/25/2019,25,9,2019,135.12,11/4/2019,4,11,2019,None,0,0,0,342000,40
278,Sold,17818  HICKORY MOSS PL ,HICKORY MOSS PL,28.13505672,-82.33595685,5,3,0,3,2982,3,0,0,0,0,0,1,0,13175,1995,0,1,0,,HUNTERS GREEN PH 1,14,218,347000,116.36,5/26/2015,26,5,2015,114.69,7/15/2015,15,7,2015,None,0,0,0,342000,50
279,Sold,8750 ASHWORTH DR,ASHWORTH DR,28.12089819,-82.36000166,4,3,0,3,2456,3,0,0,0,1,0,0,0,9600,1995,0,1,0,,HUNTERS GREEN,68,68,358400,145.93,1/6/2019,6,1,2019,139.45,1/31/2019,31,1,2019,None,0,0,0,342500,25
280,Sold,8908 COPPER RIDGE LN,COPPER RIDGE LN,28.12746372,-82.35354579,4,2,1,3,2270,2,0,0,0,1,0,0,0,10602,1994,0,1,0,TRUE,HUNTERS GREEN PRCL 6,28,28,344900,151.94,7/25/2019,25,7,2019,151.94,9/6/2019,6,9,2019,None,0,0,0,344900,43
281,Sold,9322 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13182201,-82.33861069,4,3,0,3,2547,3,0,0,0,0,0,1,0,14344,1992,1,1,0,TRUE,HUNTERS GREEN PH 1,98,98,359900,141.3,9/26/2018,26,9,2018,135.45,10/19/2018,19,10,2018,None,0,0,0,345000,23
282,Sold,18136 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14110055,-82.33215687,4,3,0,3,2467,3,0,0,0,0,0,1,0,9000,1998,1,1,0,,HUNTERS GREEN PH 2,62,62,349000,141.47,7/19/2017,19,7,2017,139.85,8/11/2017,11,8,2017,None,0,0,0,345000,23
283,Sold,18151 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14131507,-82.33419895,4,3,0,3,2483,3,0,0,0,0,0,1,0,9000,1998,0,1,0,TRUE,HUNTERS GREEN PH 2,102,102,357000,143.78,2/24/2017,24,2,2017,138.94,3/24/2017,24,3,2017,None,0,0,0,345000,28
284,Sold,8703 BROADGREEN CT,BROADGREEN CT,28.13373273,-82.35730335,4,3,0,3,2627,2,0,0,0,0,0,1,0,11255,1993,1,1,0,TRUE,HUNTERS GREEN,115,115,350000,133.23,12/12/2016,12,12,2016,131.33,1/11/2017,11,1,2017,None,0,0,0,345000,30
285,Sold,9115  CANBERLEY DR ,CANBERLEY DR,28.13192418,-82.34624023,4,3,0,3,2959,2,0,0,0,0,0,1,0,10080,1989,0,1,0,,HUNTERS GREEN FOX CHASE,38,49,349900,118.25,4/1/2016,1,4,2016,116.59,5/6/2016,6,5,2016,None,0,0,0,345000,35
286,Sold,17821  HICKORY MOSS PL ,HICKORY MOSS PL,28.13511004,-82.33581245,4,3,0,3,2518,3,0,0,0,0,0,1,0,13892,1995,0,1,0,TRUE,HUNTERS GREEN PH 1,50,50,359000,142.57,8/18/2015,18,8,2015,137.01,10/7/2015,7,10,2015,None,0,0,0,345000,50
287,Sold,9225  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.14005734,-82.3377948,4,3,1,4,3085,3,0,0,0,1,0,0,0,14416,1998,0,1,0,,HUNTERS GREEN,141,141,374900,121.52,8/5/2015,5,8,2015,111.83,8/27/2015,27,8,2015,None,0,0,0,345000,22
288,Sold,17828 GREY BROOKE DR,GREY BROOKE DR,28.13162156,-82.34792731,3,2,1,3,2405,2,0,0,0,0,0,1,0,10660,1989,1,1,0,FALSE,HUNTERS GREEN,15,15,350000,145.53,10/16/2019,16,10,2019,143.87,11/15/2019,15,11,2019,None,0,0,0,346000,30
289,Sold,9065 QUAIL CREEK DR,QUAIL CREEK DR,28.12902265,-82.34949459,3,2,0,2,2315,2,0,0,0,1,0,0,0,8777,1989,0,1,0,TRUE,HUNTERS GREEN,75,75,347000,149.89,5/23/2019,23,5,2019,149.89,6/28/2019,28,6,2019,None,0,0,0,347000,36
290,Sold,17924  HOLLY BROOK DR ,HOLLY BROOK DR,28.1349175,-82.35724556,4,3,0,3,2864,3,0,0,0,0,0,1,0,13755,1994,0,1,0,TRUE,HUNTERS GREEN,192,192,357500,124.83,1/4/2016,4,1,2016,121.16,1/20/2016,20,1,2016,None,0,0,0,347000,16
291,Sold,9311 DEER CREEK DR,DEER CREEK DR,28.13402668,-82.33675095,4,3,0,3,2496,2,0,0,0,0,0,1,0,14534,1995,1,1,0,FALSE,HUNTERS GREEN PH 2,7,7,375000,150.24,6/8/2018,8,6,2018,140.02,7/9/2018,9,7,2018,None,0,0,0,349500,31
292,Sold,17831 GREEN WILLOW DR,GREEN WILLOW DR,28.13187224,-82.35614398,3,3,0,3,2945,3,0,0,0,0,0,1,0,8625,1990,0,0,1,,HUNTERS GREEN WYNSTONE,74,74,364900,123.9,10/15/2019,15,10,2019,118.85,12/31/2019,31,12,2019,None,0,0,0,350000,77
293,Sold,9313 HERITAGE OAK CT,HERITAGE OAK CT,28.1298978,-82.33877633,4,3,0,3,3230,2,0,0,0,1,0,0,0,7150,1996,1,1,0,,HUNTERS GREEN PH 2,215,215,367900,113.9,7/8/2018,8,7,2018,108.36,8/8/2018,8,8,2018,None,0,0,0,350000,31
294,Sold,8731 ASHWORTH DR,ASHWORTH DR,28.12169451,-82.36120402,4,3,0,3,2531,3,0,0,0,1,0,0,0,9750,1996,1,1,0,,HUNTERS GREEN,2,2,350000,138.29,11/11/2017,11,11,2017,138.29,12/13/2017,13,12,2017,None,0,0,0,350000,32
295,Sold,9355 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.1327936,-82.33753008,4,3,0,3,2630,3,0,0,0,0,0,1,0,9600,1995,0,1,0,,HUNTERS GREEN PH 2,4,4,350000,133.08,10/3/2017,3,10,2017,133.08,11/27/2017,27,11,2017,None,0,0,0,350000,55
296,Sold,17407 HEATHER OAKS PL,HEATHER OAKS PL,28.12248839,-82.35563258,4,3,0,3,2594,2,0,0,0,0,0,1,0,12838,1991,0,1,0,,HUNTERS GREEN,16,16,350000,134.93,6/13/2016,13,6,2016,135.49,7/29/2016,29,7,2016,None,0,0,0,351450,46
297,Sold,9338 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13276641,-82.33860343,4,3,0,3,2516,3,0,0,0,0,0,1,0,11088,1994,0,1,0,,HUNTERS GREEN,17,17,349900,139.07,6/22/2017,22,6,2017,139.9,8/16/2017,16,8,2017,None,0,0,0,352000,55
298,Sold,17510 EDINBURGH DR,EDINBURGH DR,28.12567587,-82.35815932,4,3,0,3,2858,3,0,0,0,1,0,0,0,12765,1990,0,1,0,TRUE,HUNTERS GREEN,80,80,365000,127.71,9/23/2017,23,9,2017,123.34,10/27/2017,27,10,2017,None,0,0,0,352500,34
299,Sold,18115  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.13998603,-82.33247978,4,3,0,3,2463,3,0,0,0,0,0,1,0,9317,1996,0,1,0,TRUE,HUNTERS GREEN PH 1,35,35,364900,148.15,10/3/2015,3,10,2015,143.12,10/30/2015,30,10,2015,None,0,0,0,352500,27
300,Sold,8732 ASHWORTH DR,ASHWORTH DR,28.12222273,-82.36151915,4,3,0,3,2280,3,0,0,0,1,0,0,0,12148,1995,1,1,0,TRUE,HUNTERS GREEN,17,17,355000,155.7,10/9/2018,9,10,2018,155.7,11/20/2018,20,11,2018,None,0,0,0,355000,42
301,Sold,8715 HIDDEN GREEN LN,HIDDEN GREEN LN,28.1226726,-82.36117023,4,3,0,3,2804,3,0,0,0,1,0,0,0,11205,1994,1,1,0,,HUNTERS GREEN,14,14,359900,128.35,11/6/2017,6,11,2017,126.6,12/19/2017,19,12,2017,None,0,0,0,355000,43
302,Sold,8730 TANTALLON CIR,TANTALLON CIR,28.1259229,-82.35994487,4,3,0,3,2648,3,0,0,0,1,0,0,0,10000,1995,0,1,0,TRUE,HUNTERS GREEN,39,39,364999,137.84,2/17/2017,17,2,2017,134.06,4/17/2017,17,4,2017,None,0,0,0,355000,59
303,Sold,18105 REGENTS SQUARE DR,REGENTS SQUARE DR,28.13949334,-82.333634,4,3,0,3,3027,3,0,0,0,0,0,1,0,12450,1995,0,1,0,,HUNTERS GREEN PH 1,74,74,359900,118.9,5/22/2016,22,5,2016,117.28,7/1/2016,1,7,2016,None,0,0,0,355000,40
304,Sold,9311  CYPRESS BEND DR ,CYPRESS BEND DR,28.1337655,-82.33441638,4,3,0,3,2690,2,0,0,0,0,0,1,0,10686,1996,0,1,0,TRUE,HUNTERS GREEN,254,254,365000,135.69,1/9/2016,9,1,2016,132.71,3/24/2016,24,3,2016,None,0,0,0,357000,75
305,Sold,17847 GREEN WILLOW DR,GREEN WILLOW DR,28.13206213,-82.35619204,3,2,0,2,2191,2,0,0,0,0,0,1,0,8895,1989,0,1,0,FALSE,HUNTERS GREEN WYNSTONE,3,3,359900,164.26,10/2/2019,2,10,2019,164.26,11/19/2019,19,11,2019,None,0,0,0,359900,48
306,Sold,9305 CYPRESS BEND DR,CYPRESS BEND DR,28.13379806,-82.33461023,4,3,0,3,2715,2,0,0,0,0,0,1,0,12000,1995,0,1,0,,HUNTERS GREEN,72,72,375000,138.12,7/27/2017,27,7,2017,132.6,8/28/2017,28,8,2017,None,0,0,0,360000,32
307,Sold,17712  GREY EAGLE RD ,GREY EAGLE RD,28.12794775,-82.35439455,4,3,0,3,2721,3,0,0,0,0,0,1,0,10625,1991,0,1,0,TRUE,HUNTERS GREEN,43,43,379900,139.62,1/31/2015,31,1,2015,132.3,3/5/2015,5,3,2015,None,0,0,0,360000,33
308,Sold,17824  OSPREY POINTE PL ,OSPREY POINTE PL,28.13208559,-82.34286378,4,3,0,3,2685,2,0,0,0,0,0,1,0,13950,1993,0,1,0,,HUNTERS GREEN,144,144,374990,139.66,2/15/2015,15,2,2015,134.08,4/10/2015,10,4,2015,None,0,0,0,360000,54
309,Sold,8706  CYPRESS MILL CT ,CYPRESS MILL CT,28.13222664,-82.35670086,5,3,0,3,2822,3,0,0,0,0,0,1,0,12070,1995,0,1,0,,HUNTERS GREEN,28,28,369900,131.08,1/30/2015,30,1,2015,127.89,2/26/2015,26,2,2015,None,0,0,0,360900,27
310,Sold,9331 DEER CREEK DR,DEER CREEK DR,28.13373186,-82.33796244,4,3,0,3,2581,2,0,0,0,0,0,1,0,13175,1995,1,1,0,FALSE,HUNTERS GREEN PH 2,42,42,369000,142.97,11/24/2018,24,11,2018,140.45,12/19/2018,19,12,2018,None,0,0,0,362500,25
311,Sold,17415  HEATHER OAKS PL ,HEATHER OAKS PL,28.12293596,-82.35571342,4,3,0,3,2503,3,0,0,0,0,0,1,0,17600,1990,0,1,0,,HUNTERS GREEN,17,17,369500,147.62,10/5/2015,5,10,2015,144.83,11/16/2015,16,11,2015,None,0,0,0,362500,42
312,Sold,9325 CYPRESS BEND DR,CYPRESS BEND DR,28.13368951,-82.33396408,4,3,0,3,2866,2,0,0,0,0,0,1,0,10400,1998,0,1,0,,HUNTERS GREEN,32,121,375000,130.84,9/23/2018,23,9,2018,126.66,10/29/2018,29,10,2018,None,0,0,0,363000,36
313,Sold,9316 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13185637,-82.33814245,4,3,0,3,2532,3,0,0,0,0,0,1,0,10400,1993,0,1,0,TRUE,HUNTERS GREEN PRCL 14A PH 1,3,3,359000,141.79,8/12/2017,12,8,2017,143.36,9/26/2017,26,9,2017,None,0,0,0,363000,45
314,Sold,9353 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13282767,-82.33738247,4,3,0,3,2829,3,0,0,0,0,0,1,0,9600,1995,0,1,0,,HUNTERS GREEN PH 2,34,34,368999,130.43,7/22/2018,22,7,2018,128.46,8/23/2018,23,8,2018,None,0,0,0,363400,32
315,Sold,17809 HICKORY MOSS PL,HICKORY MOSS PL,28.13486768,-82.33586671,4,3,0,3,2527,2,0,0,0,0,0,1,0,11050,1995,0,1,0,,HUNTERS GREEN PH 1,39,39,365000,144.44,4/15/2019,15,4,2019,144.44,5/17/2019,17,5,2019,None,0,0,0,365000,32
316,Sold,17727 GREY EAGLE RD,GREY EAGLE RD,28.12805888,-82.35412859,4,3,0,3,2500,2,0,0,0,0,0,1,0,11658,1996,0,1,0,,HUNTERS GREEN,74,74,375000,150,2/10/2018,10,2,2018,146,3/8/2018,8,3,2018,None,0,0,0,365000,26
317,Sold,17855 GREEN WILLOW DR,GREEN WILLOW DR,28.13223727,-82.35622649,3,3,1,4,2999,3,0,0,0,0,0,1,0,8625,1990,1,1,0,,HUNTERS GREEN WYNSTONE,1,1,365000,121.71,8/31/2017,31,8,2017,121.71,10/10/2017,10,10,2017,None,0,0,0,365000,40
318,Sold,9157  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.13693015,-82.33946793,4,3,0,3,3157,3,0,0,0,0,0,1,0,13939,1996,1,1,0,,HUNTERS GREEN PARCEL 13,108,108,369000,116.88,11/2/2015,2,11,2015,115.62,12/30/2015,30,12,2015,None,0,0,0,365000,58
319,Sold,17701  GREY EAGLE RD ,GREY EAGLE RD,28.12712021,-82.35490692,4,3,0,3,2538,3,0,0,0,0,0,1,0,13244,1994,0,1,0,,HUNTERS GREEN,78,78,365000,143.81,6/22/2015,22,6,2015,143.81,7/28/2015,28,7,2015,None,0,0,0,365000,36
320,Sold,17813 GREEN WILLOW DR,GREEN WILLOW DR,28.1316586,-82.35608991,3,2,1,3,2940,3,0,0,0,0,0,1,0,9000,1989,0,1,0,TRUE,HUNTERS GREEN WYNSTONE,0,0,369000,125.51,8/1/2018,1,8,2018,124.83,9/17/2018,17,9,2018,None,0,0,0,367000,47
321,Sold,17846 GREEN WILLOW DR,GREEN WILLOW DR,28.13181383,-82.35626233,4,3,0,3,2527,2,0,0,0,0,0,1,0,11552,1994,1,1,0,,HUNTERS GREEN,0,0,369000,146.02,3/5/2018,5,3,2018,146.02,3/28/2018,28,3,2018,None,0,0,0,369000,23
322,Sold,17941 HOLLY BROOK DR,HOLLY BROOK DR,28.13464624,-82.35803096,4,2,1,3,2920,3,0,0,0,0,0,1,0,9000,1993,0,1,0,,HUNTERS GREEN,25,25,369900,126.68,12/3/2016,3,12,2016,126.37,1/13/2017,13,1,2017,None,0,0,0,369000,41
323,Sold,17833 GREEN WILLOW DR,GREEN WILLOW DR,28.13189597,-82.35614998,3,3,0,3,3028,3,0,0,0,0,0,1,0,9775,1994,0,1,0,TRUE,HUNTERS GREEN,142,142,378000,124.83,1/12/2019,12,1,2019,122.19,2/11/2019,11,2,2019,None,0,0,0,370000,30
324,Sold,8702 TANTALLON CIR,TANTALLON CIR,28.12484749,-82.35813533,4,3,1,4,3641,1,0,0,0,1,0,0,0,11069,1990,1,1,0,TRUE,HUNTERS GREEN PARCEL 3,64,64,375000,102.99,4/16/2016,16,4,2016,101.62,5/27/2016,27,5,2016,None,0,0,0,370000,41
325,Sold,18106 REGENTS SQUARE DR,REGENTS SQUARE DR,28.13986074,-82.33287402,4,3,0,3,2638,3,0,0,0,0,0,1,0,18340,1995,1,1,0,,HUNTERS GREEN PH 1,16,16,385000,145.94,5/21/2016,21,5,2016,141.39,7/5/2016,5,7,2016,None,0,0,0,373000,45
326,Sold,18115 REGENTS SQUARE DR,REGENTS SQUARE DR,28.13998603,-82.33247978,4,3,0,3,2463,3,0,0,0,0,0,1,0,9317,1996,1,1,0,TRUE,HUNTERS GREEN PH 1,77,77,374900,152.21,11/2/2018,2,11,2018,152.21,12/10/2018,10,12,2018,None,0,0,0,374900,38
327,Sold,9432 HUNTERS POND DR,HUNTERS POND DR,28.13267491,-82.32849336,4,3,0,3,2467,3,0,0,0,1,0,0,0,8712,1998,1,1,0,TRUE,HUNTERS GREEN PRCL 24 PH 2,8,8,379900,153.99,5/24/2019,24,5,2019,152.01,6/28/2019,28,6,2019,None,0,0,0,375000,35
328,Sold,17812 EAGLE TRACE ST,EAGLE TRACE ST,28.13395462,-82.33484138,4,3,0,3,2680,2,0,0,0,0,0,1,0,11400,1997,0,1,0,TRUE,HUNTERS GREEN,51,51,375000,139.93,6/7/2019,7,6,2019,139.93,7/11/2019,11,7,2019,None,0,0,0,375000,34
329,Sold,17517 EDINBURGH DR,EDINBURGH DR,28.12654985,-82.35797946,3,3,0,3,2488,3,0,0,0,1,0,0,0,11880,1991,1,1,0,TRUE,HUNTERS GREEN PA 3,3,3,399000,160.37,1/11/2019,11,1,2019,150.72,2/28/2019,28,2,2019,None,0,0,0,375000,48
330,Sold,9346 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13282218,-82.33800532,4,3,0,3,2824,3,0,0,0,0,0,1,0,9840,1994,0,1,0,TRUE,HUNTERS GREEN,153,153,384900,136.3,3/28/2018,28,3,2018,132.79,4/25/2018,25,4,2018,None,0,0,0,375000,28
331,Sold,17724 GREY EAGLE RD,GREY EAGLE RD,28.12809743,-82.35425951,4,3,0,3,2783,3,0,0,0,0,0,1,0,9775,1994,0,1,0,TRUE,HUNTERS GREEN,10,10,379900,136.51,5/20/2017,20,5,2017,134.75,6/30/2017,30,6,2017,None,0,0,0,375000,41
332,Sold,9103 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13350273,-82.3446418,5,3,0,3,2597,2,0,0,0,0,0,1,0,17460,1994,0,1,0,TRUE,HUNTERS GREEN,29,29,385000,148.25,2/24/2017,24,2,2017,144.4,4/19/2017,19,4,2017,None,0,0,0,375000,54
333,Sold,17827  GREEN WILLOW DR ,GREEN WILLOW DR,28.13182476,-82.35613196,5,3,0,3,3020,2,0,0,0,0,0,1,0,8625,1992,0,0,1,,HUNTERS GREEN,6,6,389900,129.11,6/13/2015,13,6,2015,124.4,7/28/2015,28,7,2015,None,0,0,0,375690,45
334,Sold,9323 CYPRESS BEND DR,CYPRESS BEND DR,28.13370036,-82.33402869,4,3,0,3,2680,2,0,0,0,0,0,1,0,10400,1997,1,0,0,,HUNTERS GREEN,29,29,385000,143.66,5/1/2018,1,5,2018,141.04,6/29/2018,29,6,2018,None,0,0,0,378000,59
335,Sold,9206 MEADOW LANE CT,MEADOW LANE CT,28.14050507,-82.33393862,5,3,0,3,3037,3,0,0,0,0,0,1,0,9000,1998,0,1,0,,HUNTERS GREEN PH 2,39,39,385000,126.77,3/5/2017,5,3,2017,124.46,5/1/2017,1,5,2017,None,0,0,0,378000,57
336,Sold,17705 GREY EAGLE RD,GREY EAGLE RD,28.12751189,-82.35463133,4,3,0,3,3068,3,0,0,0,0,0,1,0,11658,1991,1,1,0,,HUNTERS GREEN,219,219,395000,128.75,6/17/2017,17,6,2017,123.37,6/30/2017,30,6,2017,None,0,0,0,378500,13
337,Sold,17822 EAGLE TRACE ST,EAGLE TRACE ST,28.13489234,-82.3346163,4,3,0,3,2537,3,0,0,0,0,0,1,0,9680,1996,1,0,0,,HUNTERS GREEN PRCL 21,73,73,395000,155.7,10/5/2017,5,10,2017,149.78,11/13/2017,13,11,2017,None,0,0,0,380000,39
338,Sold,17415 HEATHER OAKS PL,HEATHER OAKS PL,28.12293596,-82.35571342,4,3,0,3,2503,3,0,0,0,0,0,1,0,17600,1990,1,1,0,,HUNTERS GREEN,2,2,385000,153.82,6/7/2017,7,6,2017,151.82,7/7/2017,7,7,2017,None,0,0,0,380000,30
339,Sold,8706 ASHWORTH DR,ASHWORTH DR,28.12398066,-82.36149028,4,3,0,3,2516,3,0,0,0,1,0,0,0,12330,1992,0,1,0,,HUNTERS GREEN,3,3,384900,152.98,5/20/2019,20,5,2019,151.83,6/24/2019,24,6,2019,None,0,0,0,382000,35
340,Sold,17820 HICKORY MOSS PL,HICKORY MOSS PL,28.13509799,-82.33594761,4,2,1,3,2889,3,0,0,0,0,0,1,0,11305,1994,0,1,0,,HUNTERS GREEN,59,59,382000,132.23,5/2/2018,2,5,2018,132.23,5/25/2018,25,5,2018,None,0,0,0,382000,23
341,Sold,9310 CYPRESS BEND DR,CYPRESS BEND DR,28.13387806,-82.33439207,4,3,0,3,2667,2,0,0,0,0,0,1,0,9600,1996,1,1,0,,HUNTERS GREEN,17,17,385000,144.36,4/23/2018,23,4,2018,143.61,6/6/2018,6,6,2018,None,0,0,0,383000,44
342,Sold,9326 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13202098,-82.338894,4,3,0,3,2831,3,0,0,0,0,0,1,0,10824,1992,0,1,0,TRUE,HUNTERS GREEN PRCL 14A PH 1,12,12,400000,141.29,2/22/2018,22,2,2018,135.29,3/29/2018,29,3,2018,None,0,0,0,383000,35
343,Sold,17807 GREEN WILLOW DR,GREEN WILLOW DR,28.13158739,-82.35607189,5,3,0,3,2900,3,0,0,0,0,0,1,0,11900,1991,0,1,0,TRUE,HUNTERS GREEN,10,10,385000,132.76,10/17/2016,17,10,2016,132.07,11/21/2016,21,11,2016,None,0,0,0,383000,35
344,Sold,9307 HAMPSHIRE PARK DR,HAMPSHIRE PARK DR,28.13042761,-82.33914044,5,2,1,3,3235,2,0,0,0,1,0,0,0,8125,1994,1,1,0,FALSE,HUNTERS GREEN PRCL 18A PH 1,10,10,384900,118.98,12/4/2018,4,12,2018,118.98,1/11/2019,11,1,2019,None,0,0,0,384900,38
